GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_1,1,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.10707741541812663
2,sim_1,2,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.456,71.25773195876289,0.10707741541812663
3,sim_1,3,2back,2,4,1,0.75,0.0,0,1,0,3,4.85,3.456,71.25773195876289,0.10707741541812663
4,sim_1,4,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.10707741541812663
5,sim_1,5,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.10707741541812663
6,sim_1,6,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.10707741541812663
7,sim_1,7,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.10707741541812663
8,sim_1,8,2back,2,4,1,0.75,0.0,0,1,0,3,4.85,3.6480000000000006,75.21649484536084,0.10707741541812663
9,sim_1,9,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.10707741541812663
10,sim_1,10,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.10707741541812663
11,sim_1,11,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.10707741541812663
12,sim_1,12,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.10707741541812663
13,sim_1,13,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.10707741541812663
14,sim_1,14,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.6480000000000006,75.21649484536084,0.10707741541812663
15,sim_1,15,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.10707741541812663
16,sim_1,16,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.10707741541812663
17,sim_1,17,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.10707741541812663
18,sim_1,18,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.10707741541812663
19,sim_1,19,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.10707741541812663
20,sim_1,20,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.10707741541812663
