GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_5,1,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,4.224,88.00000000000001,0.10948025362438554
2,sim_5,2,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.10948025362438554
3,sim_5,3,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.10948025362438554
4,sim_5,4,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.6480000000000006,75.21649484536084,0.10948025362438554
5,sim_5,5,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.84,80.0,0.10948025362438554
6,sim_5,6,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.456,72.0,0.10948025362438554
7,sim_5,7,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.10948025362438554
8,sim_5,8,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.10948025362438554
9,sim_5,9,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.10948025362438554
10,sim_5,10,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.072,64.0,0.10948025362438554
11,sim_5,11,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.10948025362438554
12,sim_5,12,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.456,71.25773195876289,0.10948025362438554
13,sim_5,13,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,2.88,60.0,0.10948025362438554
14,sim_5,14,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.6480000000000006,76.00000000000001,0.10948025362438554
15,sim_5,15,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.10948025362438554
16,sim_5,16,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.6480000000000006,76.00000000000001,0.10948025362438554
17,sim_5,17,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.10948025362438554
18,sim_5,18,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.456,71.25773195876289,0.10948025362438554
19,sim_5,19,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.032,84.00000000000001,0.10948025362438554
20,sim_5,20,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.10948025362438554
