GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_3,1,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.08149076843764898
2,sim_3,2,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.08149076843764898
3,sim_3,3,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.08149076843764898
4,sim_3,4,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.6480000000000006,76.00000000000001,0.08149076843764898
5,sim_3,5,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.08149076843764898
6,sim_3,6,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,4.032,84.00000000000001,0.08149076843764898
7,sim_3,7,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.08149076843764898
8,sim_3,8,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.456,71.25773195876289,0.08149076843764898
9,sim_3,9,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.08149076843764898
10,sim_3,10,2back,2,4,1,0.75,0.0,0,1,0,3,4.85,4.032,83.1340206185567,0.08149076843764898
11,sim_3,11,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.08149076843764898
12,sim_3,12,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.08149076843764898
13,sim_3,13,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.08149076843764898
14,sim_3,14,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.08149076843764898
15,sim_3,15,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.08149076843764898
16,sim_3,16,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.84,79.17525773195877,0.08149076843764898
17,sim_3,17,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.08149076843764898
18,sim_3,18,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.08149076843764898
19,sim_3,19,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.08149076843764898
20,sim_3,20,2back,2,4,1,0.75,0.0,1,0,1,2,4.8,3.2640000000000002,68.0,0.08149076843764898
