GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_9,1,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.1085971653418962
2,sim_9,2,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.1085971653418962
3,sim_9,3,2back,2,4,1,0.75,0.0,0,1,0,3,4.85,3.6480000000000006,75.21649484536084,0.1085971653418962
4,sim_9,4,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.1085971653418962
5,sim_9,5,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.1085971653418962
6,sim_9,6,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.072,64.0,0.1085971653418962
7,sim_9,7,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.1085971653418962
8,sim_9,8,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.1085971653418962
9,sim_9,9,2back,2,4,1,0.75,0.25,0,1,0,3,4.8,3.456,72.0,0.1085971653418962
10,sim_9,10,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.1085971653418962
11,sim_9,11,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.88,60.0,0.1085971653418962
12,sim_9,12,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.1085971653418962
13,sim_9,13,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.1085971653418962
14,sim_9,14,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,2.496,52.0,0.1085971653418962
15,sim_9,15,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.1085971653418962
16,sim_9,16,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.6480000000000006,76.00000000000001,0.1085971653418962
17,sim_9,17,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.1085971653418962
18,sim_9,18,2back,2,4,1,0.75,0.0,0,1,0,3,4.85,3.84,79.17525773195877,0.1085971653418962
19,sim_9,19,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.6480000000000006,76.00000000000001,0.1085971653418962
20,sim_9,20,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.1085971653418962
