GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_8,1,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.0824710991971626
2,sim_8,2,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.0824710991971626
3,sim_8,3,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.0824710991971626
4,sim_8,4,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.0824710991971626
5,sim_8,5,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.0824710991971626
6,sim_8,6,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.0824710991971626
7,sim_8,7,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.0824710991971626
8,sim_8,8,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.032,84.00000000000001,0.0824710991971626
9,sim_8,9,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.0824710991971626
10,sim_8,10,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.0824710991971626
11,sim_8,11,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.0824710991971626
12,sim_8,12,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.0824710991971626
13,sim_8,13,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.184,108.0,0.0824710991971626
14,sim_8,14,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.0824710991971626
15,sim_8,15,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.0824710991971626
16,sim_8,16,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.0824710991971626
17,sim_8,17,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.376000000000001,112.00000000000003,0.0824710991971626
18,sim_8,18,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.0824710991971626
19,sim_8,19,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.0824710991971626
20,sim_8,20,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.0824710991971626
