GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_2,1,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.08133688213564703
2,sim_2,2,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.08133688213564703
3,sim_2,3,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.08133688213564703
4,sim_2,4,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.08133688213564703
5,sim_2,5,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.08133688213564703
6,sim_2,6,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.08133688213564703
7,sim_2,7,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.08133688213564703
8,sim_2,8,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.08133688213564703
9,sim_2,9,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.08133688213564703
10,sim_2,10,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.032,84.00000000000001,0.08133688213564703
11,sim_2,11,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.08133688213564703
12,sim_2,12,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.08133688213564703
13,sim_2,13,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.08133688213564703
14,sim_2,14,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.5680000000000005,116.00000000000001,0.08133688213564703
15,sim_2,15,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.08133688213564703
16,sim_2,16,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.08133688213564703
17,sim_2,17,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.08133688213564703
18,sim_2,18,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.08133688213564703
19,sim_2,19,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.08133688213564703
20,sim_2,20,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.08133688213564703
