GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_4,1,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.08502680886982301
2,sim_4,2,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.84,80.0,0.08502680886982301
3,sim_4,3,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.2640000000000002,67.29896907216497,0.08502680886982301
4,sim_4,4,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.072,64.0,0.08502680886982301
5,sim_4,5,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.08502680886982301
6,sim_4,6,2back,2,4,1,0.75,0.0,0,1,0,3,4.8,3.072,64.0,0.08502680886982301
7,sim_4,7,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.08502680886982301
8,sim_4,8,2back,2,4,1,1.0,0.0,1,0,0,3,4.9,3.6480000000000006,74.44897959183675,0.08502680886982301
9,sim_4,9,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.08502680886982301
10,sim_4,10,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.84,79.17525773195877,0.08502680886982301
11,sim_4,11,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.08502680886982301
12,sim_4,12,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.08502680886982301
13,sim_4,13,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.08502680886982301
14,sim_4,14,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.456,71.25773195876289,0.08502680886982301
15,sim_4,15,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.08502680886982301
16,sim_4,16,2back,2,4,1,1.0,0.0,1,0,0,3,4.85,3.456,71.25773195876289,0.08502680886982301
17,sim_4,17,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.456,72.0,0.08502680886982301
18,sim_4,18,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.08502680886982301
19,sim_4,19,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.6480000000000006,76.00000000000001,0.08502680886982301
20,sim_4,20,2back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.2640000000000002,68.0,0.08502680886982301
