GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_9,1,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.376000000000001,112.00000000000003,0.06927165304774136
2,sim_9,2,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.06927165304774136
3,sim_9,3,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06927165304774136
4,sim_9,4,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06927165304774136
5,sim_9,5,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06927165304774136
6,sim_9,6,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.06927165304774136
7,sim_9,7,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,3.84,80.0,0.06927165304774136
8,sim_9,8,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.06927165304774136
9,sim_9,9,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.06927165304774136
10,sim_9,10,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.06927165304774136
11,sim_9,11,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.06927165304774136
12,sim_9,12,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06927165304774136
13,sim_9,13,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06927165304774136
14,sim_9,14,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06927165304774136
15,sim_9,15,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.06927165304774136
16,sim_9,16,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.06927165304774136
17,sim_9,17,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.06927165304774136
18,sim_9,18,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.184,108.0,0.06927165304774136
19,sim_9,19,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.06927165304774136
20,sim_9,20,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.06927165304774136
