GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_6,1,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
2,sim_6,2,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.06950508346486234
3,sim_6,3,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
4,sim_6,4,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.06950508346486234
5,sim_6,5,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.06950508346486234
6,sim_6,6,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
7,sim_6,7,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.06950508346486234
8,sim_6,8,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
9,sim_6,9,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.376000000000001,112.00000000000003,0.06950508346486234
10,sim_6,10,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
11,sim_6,11,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
12,sim_6,12,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.06950508346486234
13,sim_6,13,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.06950508346486234
14,sim_6,14,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.06950508346486234
15,sim_6,15,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.06950508346486234
16,sim_6,16,1back,2,4,1,0.75,0.0,1,0,1,2,4.85,5.184,106.88659793814435,0.06950508346486234
17,sim_6,17,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
18,sim_6,18,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.06950508346486234
19,sim_6,19,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.06950508346486234
20,sim_6,20,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.224,88.00000000000001,0.06950508346486234
