GLOBAL_TRIAL_NUM,participant_id,trial_num,difficulty,nback_level,n_stimuli,n_targets,accuracy,missed_rate,hits,misses,false_alarms,correct_rejections,actual_duration_s,subjective_duration_s,so_ratio,participant_cv
1,sim_7,1,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.05778544566780766
2,sim_7,2,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.05778544566780766
3,sim_7,3,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.05778544566780766
4,sim_7,4,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.05778544566780766
5,sim_7,5,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.05778544566780766
6,sim_7,6,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.05778544566780766
7,sim_7,7,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.05778544566780766
8,sim_7,8,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.05778544566780766
9,sim_7,9,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.05778544566780766
10,sim_7,10,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.05778544566780766
11,sim_7,11,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.05778544566780766
12,sim_7,12,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.416000000000001,92.00000000000003,0.05778544566780766
13,sim_7,13,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.184,108.0,0.05778544566780766
14,sim_7,14,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.05778544566780766
15,sim_7,15,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.992,104.0,0.05778544566780766
16,sim_7,16,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,5.184,108.0,0.05778544566780766
17,sim_7,17,1back,2,4,1,1.0,0.0,1,0,0,3,4.85,4.6080000000000005,95.01030927835053,0.05778544566780766
18,sim_7,18,1back,2,4,1,1.0,0.0,1,0,0,3,4.9,4.992,101.87755102040816,0.05778544566780766
19,sim_7,19,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.8,100.0,0.05778544566780766
20,sim_7,20,1back,2,4,1,1.0,0.0,1,0,0,3,4.8,4.6080000000000005,96.00000000000001,0.05778544566780766
